pv cf,heat_demand_kW,electricity_demand_kW,T_outside
0,2.591862,0.198099523333333,-4.1
0,2.6556755,0.122372316666667,-4.9
0,4.09267666666667,0.149508183333333,-5.5
0,3.07268233333333,0.138891483333333,-6
0,4.0002035,1.20408716666667,-6.4
0,5.87069666666667,0.20319626,-5.4
0,7.263966,0.126461241666667,-4.8
0.03676,7.14535233333333,0.164080706666667,-4.2
0.17516,6.6485405,0.124334466666667,-4.2
0.3883,6.26347733333333,0.124081016666667,-3.3
0.5307,5.88640766666667,0.136392516666667,-2.1
0.53334,5.67276816666667,0.1226227,0.6
0.46698,5.55704733333333,0.124590833333333,1.3
0.30388,5.610087,0.125914333333333,2.4
0.0814,5.75022,0.34655245,2.5
0,5.96655533333333,0.359495916666667,1.8
0,6.16828283333333,0.180221833333333,0.3
0,7.10312983333333,0.422093833333333,-1
0,6.47086916666667,0.595339666666667,-2.1
0,6.42278683333333,0.430411,-2.5
0,6.07526066666667,0.4235395,-2.6
0,5.21985683333333,0.308701833333333,-2.8
0,4.9081065,0.287375166666667,-3
0,2.86362383333333,0.237720666666667,-4.3
0,2.70455133333333,0.1322778,-3.8
0,2.76613316666667,0.122498866666667,-4.2
0,2.90975533333333,0.114613366666667,-4.9
0,3.2014695,0.115919283333333,-5.1
0,5.39554133333333,0.338398866666667,-5.2
0,6.1167585,0.1482315,-5.2
0,8.8740005,0.163175,-6
0.12936,7.28251266666667,0.138210233333333,-5.8
0.35752,6.92720433333333,0.1245626,-5.9
0.51694,6.52600283333333,0.12571635,-3
0.59152,6.133128,0.160673833333333,-1.1
0.59206,5.9105335,0.126957166666667,1.6
0.5202,5.78996183333333,0.125669833333333,2.7
0.3665,5.84522583333333,0.419313216666667,3.1
0.13202,6.06913033333333,0.721357891666667,4.1
0,6.21663533333333,0.215633658333333,3.7
0,6.42681783333333,0.551588333333333,2.5
0,6.74586933333333,0.343701,0.3
0,8.73612016666667,0.438125666666667,-1
0,6.69198866666667,0.438366833333333,-2.1
0,6.329897,0.47327,-2.5
0,5.43863983333333,0.345621,-2.7
0,3.75726816666667,0.238157983333333,-2.8
0,2.94493416666667,0.115406083333333,-3.4
0,3.29130516666667,0.1268247,-3.2
0,3.43303,0.123864683333333,-3.7
0,3.5812575,0.116004833333333,-4.2
0,3.8471065,0.13697795,-4.4
0,4.69920866666667,0.139887083333333,-4.1
